text_clean,true_label,pred_label,is_correct,text_length,Score
"we fostered a dog and bought him a bunch of toys to keep him entertained while we were at work all day. some of the toys he loved, but this one scared him. the plastic is think and hard, so when he would roll it from side to side it made a loud noise from the impact on our hard floors.<br /><br />i think it would work better with carpeted homes. also, it can be pretty tricky for dogs to get the treats out, so i would say this is an 'advanced' toy.",negative,positive,False,451,2
"this wafer is in very cute package. however, in my opinion, it contains few cream inside and could not feel it tasty. if combined with champagne, the taste became better but not very good. as i may give this as a gift to couple or family including non-drinker, i wanted this wafaer taste good without champagne.",negative,positive,False,311,1
"as with most people who select flavored water, i choose it when i don't want sugary drinks or artificial sweetners, but want something a little more than plain water.<br />i found this flavor to be weak, which is expected with flavored water, but also found it to be unpleasant.<br />to me this tasted like when you're eating an orange, and you get a bit of orange rind. it very much had that orange oil, bitter taste.<br />i won't be buying this flavor again.",negative,positive,False,460,2
"this tea is just way too sour for me. i'm still kinda new to the whole moving away from celestial seasonings thing, but i don't think i could ever grow to like this flavour. it makes me pucker up immediately and i want to cut it with even more water. perhaps in time i can use this stuff up, but i shall not purchase this blend again.",negative,positive,False,334,1
i used to like it a lot but now it is just corn flakes and some oat clusters. you will be lucky to find half a strawberry and 2 blueberries in the entire box. not worth the money.,negative,positive,False,179,2
it's a great cake moist and rummy!!! but when it got to me it was moldyy i had it before for christmas from a gift basket this time i ordered it through amazon and it came in moldyy i had to throw it away what a tragic waste!,negative,positive,False,225,1
"first of all, i have major issues with children's snacks that are so full of sodium.<br />i have to admit, my son loves these. what is not so great is the two or three days of garlic breath i have to endure afterwards. was it so necessary to add garlic salt to a toddler snack?",negative,positive,False,277,2
"i ordered cookies, but i received crumbs. i don't enjoy eating my cookies with a spoon. i'm never buying these online again, just local. i enjoy pamela's products, but i am gravely disappointed with the shipping/handling methods for this product.",negative,positive,False,246,2
"updated 09-02-10 - we hear you loud and clear, amazon lolly lovers!!! we have changed to an almost even assortment of flavors per 5lb bulk bag and counter bin exclusively for amazon so make sure you are buying from amazon directly (it will say ""ships from and sold by amazon"" under in stock). sorry, the assortment is still random when buying this item via a 3rd party, such as dab nutrition ""fulfilled by amazon"". please note that the assortment is almost even as compared to a completely random flavor assortment. your feedback drives this company from ingredient requests and allergy needs to flavor requests to flavor ratios. we appreciate your feedback and hope that you know that we are listening. i am truly sorry for posting this note here with a 5 star review since i do not want anyone to think that we are trying to mislead anyone with a ""fake"" product review, but i could not really figure out any other way to communicate this to our amazon friends. thank you again for your wonderful reviews!",positive,negative,False,1006,5
"bought this to go with 20 lb of basmati rice. i'm sure there was a review here that said it tasted like fresh cut grass,<br /><br />it tastes like cut grass on the bottom of the lawn mower after a week.<br /><br />found out basmatti doesn't need seasoning, just a little salt.",negative,positive,False,276,1
"my wife and i have been purchasing and using sweetleaf liquid stevia for approx 3 years (auto-purchase the 2-pack, 4 oz bottles, monthly). until recently, it was marketed in brown bottles and the liquid was crystal clear. about 6 mos ago the packaging changed to green bottles and from the very first shipment, there was a white suspension and white mucus around inside of cap and rim of the bottle. that said, we still use it; have not noticed any change in concentration (still use 5 to 6 drops equivalency to 1 teaspoon of sugar). it has not been watered down and we have not seen black suspension or mold as other reviewers have indicated. and, we've not noticed any symptoms one might expect if the congealed substance was anything toxic. our guess is that some of the stevia extract is congealing due to a manufacturing process change. hopefully, wisdom natural brands, the manufacturer, will rectify this and return it to it's crystal clear liquid. until then, we're still using the liquid, ignoring the suspension and enjoying the 'sweet' life. if you really can't handle the current product, check out now brands stevia. it's priced about the same and, while we haven't tried it recently, it's probably still crystal clear. hope this helps.",positive,negative,False,1249,5
"i'm of asian descent, a serious tea drinker, and a big fan of anything citrus. i wanted so badly to like this tea. i bought a single box on sale from my local grocery store to try out first, as i didn't want to commit to a whole case from amazon right away. boy, am i glad i did. we try to choose organic whenever possible, but this tea has the overpowering aroma of lemon pine sol. my coworkers are laughing and concurring as we speak. one down, seventeen tea bags left to go... maybe i'll save it for the next time one of us comes down with a cold.",negative,positive,False,550,2
"the exact same brand of rice is available at our local store for a 1/4th of the price. the current price on here is a whopping $73.15 not including shipping. yikes! :o it's decent rice, the last time i bought it, it lasted over a year, we kept it in the closet, just folded the top part up, and put something decently heavy on it since it's not really easy to seal back up after you've opened it.",negative,positive,False,396,1
i don't see how they can stay in business. this candy tastes like wax. i don't think that this is the same product that they used to make. maybe these are strawberry crayons!,negative,positive,False,174,1
in my opinion this is not a low carb product. 2 hours after eating 2 servings my blood glucose was 160 from a starting point of 115. that is the highest reading i have ever had.,negative,positive,False,177,1
i purchased tully's decaffeniated house blend 24-count k-cups for keurig brewers. they open up around the top seal when brewing and the coffee grounds get into the coffee and also make a mess inside the machine. unless you want to strain your coffee and clean your entire machine after each use do not purchase this product.,negative,positive,False,324,1
"if you are thinking about buying these, you could probably just get away with going to your local grocery store and picking up a bag of chips! ahoy cookies instead. yes, these are a bit more substantial, but the taste is almost exactly the same. there is definitely nothing ""luxury"" about these cookies. i bought these because i loved the cadbury oatmeal and chocolate chip cookies. sadly, these did nothing but disappoint.",negative,positive,False,423,2
the texture is like rubber worms. they don't have a bad flavor and that helps you put them in any dish...if you can get past that rubbery feel in your mouth. i was very disappointed.,negative,positive,False,182,2
"very good packaging, it was hot when item arrived and nothing had melted sitting in mailbox, fast shipment, fresh candy, all in all would buy from this company again",positive,negative,False,165,5
"i cannot eat 36 bags of the same fat and color additive in 5-10 days. they already taste stale.<br />if you want to have fat melt in your mouth, this is the product for you.",negative,positive,False,173,1
i am not a big chocolate fan. i bought this because it was dark chocolate. all three varieties of assortment taste horrible. i never ate a cardboard but i think cardboard might taste better than this. i tried few pieces of hershley's bliss dark chocolate and it is much better than this product.,negative,positive,False,295,1
"these arent k-cups but can be used in a keurig and go stale, they are getting sued by gmcr for a patent violation",negative,positive,False,113,1
"there is a taste of sugar substitute, the aftertaste turns me off, i've even tried using a little bit of milk in the mug before hand to hide the taste. it didn't, so i'm just using swiss miss powder and a little milk to make it a creamier hot chocolate before using using my keurig.",negative,positive,False,282,2
"i can't even call this hot sauce, because it's so mild. mild is okay when there is a lot of flavor. unfortunately, the flavor is bland also. i used a ton in my tacos and burritos and could barely taste it. i prefer tapatio, which is also way cheaper.",negative,positive,False,250,2
"these spoons are wholly unnecessary. i put the spout straight in baby's mouth and he eats/sucks the food! i love plum organics, but can't understand why they make brilliant pouches and then expect us to dispense onto a spoon?",negative,positive,False,225,1
it had a weird oily taste that was more pronounced than the actual peppermint flavor.,negative,positive,False,85,2
"bought this because of the 'peach' in the name of the product. should have been labeled 'cinnamon' as that is the only flavor that comes out. there is 'no' discernible peach flavor. very disappointed. <a href=""http://www.amazon.com/gp/product/b0009f3sdc"">yogi peach detox, herbal tea supplement, 16-count tea bags (pack of 6)</a>",negative,positive,False,329,1
"i received quaker soft baked oatmeal cookie, chocolate almond box by post. what i saw after receiving it baffled me. even though each of the cookie has been individually wrapped, the cookies are not fresh enough when you open them. they lack the crispness. due to this the flavor of the product is lost. i did not relish this cookie as much as i would have loved it to be.",negative,positive,False,372,2
"valentines day is one of those rare holidays where i join the philistines whose favorite candy is not chocolate. forget the heart shaped box, the chocolate chip roses, the cakes. give me cinnamon that's hotter than a scorned woman's temper.<br /><br />except, where did it go? somewhere in the past few years, cinnamon candy got namby pamby. someone told me that people complained.<br /><br />these are not the red hot jelly bellys i used to get. you know, the ones that made your nose run? and in a cold february, there's nothing better. (well, nothing i'm going to talk about here, anyway) they're sanitized, expurgated, dare i say it? mild, kiddie candy.<br /><br />still looking for my sinfully hot cinnamon for the year. any suggestions?<br /><br />rebecca kyle, february 2009",negative,positive,False,781,2
"these are nice beans.<br />i noticed the beans vary in size from normal to as small as a grain of rice !<br />(what's that all about)<br />anyway: flavor is there.<br />personally, i like more flavor<br />look: it's a nice buy, -but not like ""fourbucks"" coffee.<br />enjoy.",negative,positive,False,273,2
"i was looking for a brewers yeast that i could add to my protein drink so as to be able to get the amazing health benefits of brewers yeast also. this yeast, while i am sure is quite healthy and a huge health benefit, tastes horrible.<br /><br />the taste so changes the taste of the protein drink, that i found that i actually skipped drinking my protein drink rather than have to endure the taste of it with this brewers yeast.<br /><br />epic fail. now on to try to find a brewers yeast that doesnt make me shudder.",negative,positive,False,518,1
"just fyi, for those that don't prefer coconut like me, these almond and apricot bars are loaded with coconut. it is the 2nd ingredient. you can taste the apricot, as a subtle aftertaste, but other than that, it might as well not be in the bar. the coconut pieces linger in your mouth, so carry a toothbrush close-by.",negative,positive,False,316,2
"i've now tried various antlers for my dog from several different companies. some were much smaller than advertised, and/or old and chalky, and some splintered severely. this antler was sized as advertized, and is holding up very well. my strong chewer is only able to slowly wear down the ends, and it doesn't make a mess or splinter.",positive,negative,False,334,5
this is a very strong & slightly bitter coffee. leaves a nasty bitter after taste in your mouth after youve finished the coffee. it too is like having a very strong brewed cup of folgiers coffee. i tried it because of the name. won't buy again!,positive,negative,False,244,4
i ordered this with another retro package of candy. the other box had 3x more in it. it was packaged much nicer and really made a great gift. when i bought the items both were on sale and the other item was actually a dollar less and worth 10x as much! its a skimpy box and i was disappointed with my purchase. this is the link for the other item that was so much better!<br />[...],negative,positive,False,382,2
"when you open the tins, it looks like there are anchovy fillets inside, but you'd need to be a neurosurgeon to extract an identifiable fillet. they're all mushy, and it's more like a glob of anchovy paste surrounded with oil than actual individual anchovies.",negative,positive,False,258,1
"i like a hearty cup of coffee, not bitter. this is quite weak on the keurig medium setting, which i most frequently use, and just tolerable on the small cup setting.<br /><br />i prefer donut shop, fog chaser, and other rich-bodied coffees -- and i even like lake & lodge, whioh isn't a rich coffee if that helps you compare.<br /><br />this is so-so even when i mix it with a good flavored coffee; it just lacks its own flavor.",negative,positive,False,428,2
"as long as your company spends your money supporting the misogynistic actions of rush limbaugh, i will not spend any money with you.",negative,positive,False,132,1
"pretty good mix, just not worth the price. you can find it cheaper at the store. seemed to be a little stale.",negative,positive,False,109,1
"i am huge fan of peppermint mocha and was really excited to try this product. after taking a few sips, i was left wanting for more. i thought both the chocolaty taste of a mocha and the peppermint were both lacking in intensity. i prefer having the trader joe's peppermint hot chocolate with some coffee or the well crafted peppermint mocha at starbukcs instead. this just doesn't give the power packed taste that a peppermint mocha should.",negative,positive,False,440,2
"i quit coffee some months ago due to atrial fib. but the great sale price & rave reviews seduced me. one morning of this stuff & i'm twice as quit now. don't let the reviews fool you, this is folgers quality. if you are a whole bean kind of person this stuff is a disappointment. upside is i can happily go back to abstinence, for a couple more months anyway.",negative,positive,False,359,1
it was expensive even on sale. we have 4 pomeranians and no one liked it. they would only eat if really hungry.,negative,positive,False,111,1
"""without any sulfites, preservatives, hydrogenated oils, artificial colors or flavors.""<br /><br />...but not without a great deal of sugar and high-fructose corn sweetener. like the previous reviewer i bought these at costco. brought them back due to the sickly-sweet taste. there was so much added sugar it was getting a little difficult to taste the berries.<br /><br />if you prefer berries au naturel or with just a little extra sweetness, watch the ingredient list on these. sugar is the second ingredient by weight - and corn syrup is the fourth.",negative,positive,False,553,1
"don't be dissappointed in your machine if this is the first t-disc flavor you've tried. it's not your tassimo, it's the coffee blend. i used to subscribe to gevalia's delivery service so i've tried a lot of their automatic drip coffees, incl signature blend. i'm very dissapointed in the tassimo disc version. i gave it 2 stars just for smoothness, but otherwise this is a lackluster brew. not much richness, body, or flavor other than generic ""coffee"". the ""crema"" is not much more than window dressing on a pretty boring cup. my husband, who is far less picky about coffee than i am, agreed. do yourself a favor & try the other coffees available for the tassimo, incl on their website. the gevalia espresso is good, so are the maxwell house latte & capuccino.",negative,positive,False,761,2
not as strong as the regular dark coffee. disappointing after having sumatra at starbucks. wouldn't get it again. it just didn't taste like the real deal.,negative,positive,False,154,2
"i really enjoy the flavor of tulsi, and in this tea all i really taste is the lavender. so, if you like the taste of lavender, then this tea is for you. as for me, i think i will stick with pure tulsi in the future.",negative,positive,False,215,2
"i purchased these bags because i was storing a lot and thought these were a great value. they are. these bags re easy to use, take 6 oz of milk, and have a double closure. and you can lay the bag flat in your freezer to allow to freeze as a small narrow package. all the attributes i love about this product.<br /><br />but!!!!!<br />for the third or fourth time now, when i thaw the frozen milk, the bags leak milk all over my fridge. this leak comes from the bottom corners of the bags - not the top seal. i have now learned to put the bag into a glass container, so it doesn't leak all over the fridge, but lost milk is lost milk.",negative,positive,False,633,2
"i received my assortment package today. i am extremely pleased. the outer package was marked with an expiration date of 04/19/12, which is a non-issue, for me. many of the k-cups were individually marked with expiration dates well beyond that. all k-cups were in fine shape with no broken ones. i received a total of 19 different flavored cups. there were 2 each of 16 flavors and 3 singles. a good assortment of great flavors. i will most certainly be ordering again.",positive,negative,False,468,5
"i found this tea to be one of the weakest mint teas i have ever tried. i also should mention that these are not foil wrapped bags, but are instead plastic wrapped. if one is out for a better base level green mint tea go with bigelow green tea with mint instead of this. also want to give amazon a big thumbs down for shipping out such a short coded product not listed as such.",negative,positive,False,376,2
"i purchased this tea on the recommendation from a friend, and because i wanted a flavorful pick me up in the afternoon - i ordred the 100 bags and when it came in - it said caffiene free - and it says it is a product you cannot return - so something to keep in mind if you are looking for a pick me up",negative,positive,False,301,2
"i finally received the color that i ordered - there was a mixup on the seller's end, but they did<br />get right on it and send out the right color. i have not used it yet - i bought it for special cupcakes<br />for an event in a few days. i'll add to the review when we have actually used the product.<br /><br />i did want to mention, though, for those who think this might be a really great deal - the bottle<br />you see in the photo is not the bottle you are purchasing. you are getting one of the very small (under 3"" tall)<br />drop bottles, not one of the large ones shown in the photograph. i wanted to point that out, because for people who<br />are only looking at the photos, it is misleading. not sure why some sellers feel the need to be sneaky, but<br />i guess they try for more sales that way.<br /><br />i'll be back to review the actual gel once we are done with the project.<br />just don't expect the big bottle when you purchase from this listing.<br /><br />update:<br />well, i am now a huge fan of the gel coloring!<br />it worked like a dream, gave us a beautiful frosting that looked like black leather (but soft).<br />no purples or blues, no weird shades - just great color.<br />now i will probably have to get more colors, because with these, i might start decorating cupcakes again!<br />i am adding a photo of our cookout cupcakes that we used the frosting for... it all looked great!",positive,negative,False,1417,5
"the flavor was wonderful, but every single k-cup was defective. the coffee would spill out the sides of the machine. i have tried many other brands and flavors of k-cups, and have had zero problems, so the problem was definitely the packaging on these cups. the filter was not installed very well.",negative,positive,False,297,1
i was disappointed in the flavor of this coffee. frankly it does not compare with the true blue mountain jamaican coffee beans which of course are much more expensive. i have found the eight o'clock columbian whole bean to be the best flavored for a reasonable price. you can get it direct from the manufacturer on the internet.,negative,positive,False,328,2
"the switch kiwi berry carbonated fruit juice tasted good, but it was too sweet and had too many calories for my liking. i could drink a regular can of soda. going forward, i probably would not buy this beverage because i do not like to drink that many calories (135) or sugar (33 grams) in one sitting.",negative,positive,False,302,2
"i've gotten this flavor larabar from the grocery store and loved it. in fact, that was the reason why i purchased it from amazon - because the cost per unit is so much lower. the peanut butter cookie bar from the grocery store was moist and delicious. the bars i received from amazon taste stale. they're dry and crumbly. the expiration date is not until 2013 so i don't understand why they would be this way but they are. i won't be reordering any more larabars from amazon!",negative,positive,False,475,1
ten days this package of coffee has been in transit...from pennsylvania to maryland. i think it took a detour in antarctica. what gives??,negative,positive,False,137,1
"my dog was pretty confused when i put this in his face. whenever i do he'll lick it once or twice then step back and look at me like, ""can i have a real treat now?"" at least he doesn't hate it, but he sure doesn't get excited about this whenever i pull it out.<br /><br />but don't go off my review alone, other dogs seem to like it. just not my poodle.",negative,positive,False,353,2
you can easily purchase all of the items in this kit at a gas station or grocery store for a lot cheaper. i think this kit is way too expensive. but i love candy.,negative,positive,False,162,1
"this bag of dog treats is pretty much worthless. the ""buffalo bites"" are soo freeze-dried that they are literally feather-weight, mostly air, and that has the consistency of packing peanuts. these treats aren't even crunchy for my dog to indulge in and enjoy. i will not be buying another one of these tiny bags filled with buffalo air bites.",negative,positive,False,342,1
"this tea brews a light reddish-brown liquor, not unlike the color of iced black tea you'd be served in a restaurant. i was stunned the first time i made it. the dry leaves appear to be very dark green. there are whole jasmine flowers in the tea. they shouldn't be there; at least very few. lots of flower buds is indicative of poor quality tea. i examined the leaves after brewing. they appear to be a blend of green and black; possibly some oolong. the leaves are chopped and there is a great deal of stem.<br /><br />the eight-ounce double seal tin packaging is excellent. it's too bad the tea is so, well, not as described. despite the presence of jasmine buds, there is no jasmine fragrance. a fragrant jasmine tea also has a jasmine ""taste,"" as taste and smell dovetail. there is no jasmine taste to this tea. it has a rather pleasant, fruity taste, but not at all jasmine, not entirely green, and poor quality tea.<br /><br />pass on this. there are lots of good jasmine greens you can find at very reasonable prices.",negative,positive,False,1023,2
"if you like a lot of cream and sugar in your coffee, you will prob like this. i personally do not... fake super sweet yucky flavor.<br />instant coffee with a lot of ""bad for you"" stuff.",negative,positive,False,186,2
"i had this coffee during my trip to paris, it was very good. i bought this coffee but it was not fresh or had the same aroma as the one i had in paris, i don't think i will buy it again.",negative,positive,False,186,2
